filename,width,height,class,xmin,ymin,xmax,ymax
otogar-1_1-260_1476395599.jpg,159,35,car plate,604,429,763,464
otogar-1_1-260_1476395600.jpg,148,33,car plate,568,328,716,361
otogar-1_1-260_1476395601.jpg,205,53,car plate,402,438,607,491
otogar-1_1-260_1476395604.jpg,127,35,car plate,644,438,771,473
otogar-1_1-260_1476395605.jpg,145,32,car plate,587,397,732,429
otogar-1_1-260_1476395606.jpg,235,61,car plate,364,435,599,496
otogar-1_1-260_1476395607.jpg,232,55,car plate,608,213,840,268
otogar-1_1-260_1476395608.jpg,128,34,car plate,609,424,737,458
otogar-1_1-260_1476395609.jpg,255,78,car plate,63,634,318,712
otogar-1_1-260_1476395610.jpg,229,70,car plate,246,464,475,534
otogar-1_1-260_1476395611.jpg,116,25,car plate,685,319,801,344
otogar-1_1-260_1476395612.jpg,179,38,car plate,807,266,986,304
otogar-1_1-260_1476395614.jpg,146,32,car plate,634,400,780,432
otogar-1_1-260_1476395615.jpg,143,32,car plate,640,312,783,344
otogar-1_1-260_1476395616.jpg,163,35,car plate,588,250,751,285
otogar-1_1-260_1476395618.jpg,192,52,car plate,567,337,759,389
otogar-1_1-260_1476395619.jpg,153,33,car plate,725,403,878,436
otogar-1_1-260_1476395620.jpg,130,34,car plate,654,428,784,462
otogar-1_1-260_1476395621.jpg,160,37,car plate,810,164,970,201
otogar-1_1-260_1476395622.jpg,153,33,car plate,644,302,797,335
otogar-1_1-260_1476395623.jpg,133,29,car plate,618,380,751,409
otogar-1_1-260_1476395625.jpg,130,37,car plate,839,473,969,510
otogar-1_1-260_1476395626.jpg,229,61,car plate,422,385,651,446
otogar-1_1-260_1476395627.jpg,142,32,car plate,585,383,727,415
otogar-1_1-260_1476395628.jpg,118,26,car plate,684,307,802,333
otogar-1_1-260_1476395629.jpg,149,34,car plate,586,307,735,341
otogar-1_1-260_1476395630.jpg,133,32,car plate,651,408,784,440
otogar-1_1-260_1476395631.jpg,177,45,car plate,751,181,928,226
otogar-1_1-260_1476395632.jpg,177,52,car plate,548,332,725,384
otogar-1_1-260_1476395633.jpg,264,69,car plate,388,438,652,507
otogar-1_1-260_1476395634.jpg,153,33,car plate,695,412,848,445
otogar-1_1-260_1476395636.jpg,142,33,car plate,593,396,735,429
otogar-1_1-260_1476395637.jpg,146,32,car plate,549,310,695,342
otogar-1_1-260_1476395638.jpg,142,38,car plate,702,296,844,334
otogar-1_1-260_1476395639.jpg,146,32,car plate,547,403,693,435
otogar-1_1-260_1476395640.jpg,159,43,car plate,791,169,950,212
otogar-1_1-260_1476395641.jpg,120,26,car plate,664,297,784,323
otogar-1_1-260_1476395642.jpg,131,33,car plate,455,380,586,413
otogar-1_1-260_1476395643.jpg,150,36,car plate,584,425,734,461
otogar-1_1-260_1476395644.jpg,201,46,car plate,750,322,951,368
otogar-1_1-260_1476395645.jpg,213,58,car plate,562,345,775,403
otogar-1_1-260_1476395647.jpg,142,37,car plate,535,454,677,491
otogar-1_1-260_1476395648.jpg,151,33,car plate,620,311,771,344
otogar-1_1-260_1476395649.jpg,150,34,car plate,524,284,674,318
otogar-1_1-260_1476395650.jpg,148,33,car plate,689,397,837,430
otogar-1_1-260_1476395651.jpg,159,42,car plate,891,150,1050,192
otogar-1_1-260_1476395652.jpg,149,34,car plate,659,384,808,418
otogar-1_1-260_1476395653.jpg,145,35,car plate,637,448,782,483
otogar-1_1-260_1476395654.jpg,208,49,car plate,616,317,824,366
otogar-1_1-260_1476395655.jpg,135,29,car plate,585,392,720,421
otogar-1_1-260_1476395656.jpg,145,33,car plate,561,289,706,322
otogar-1_1-260_1476395658.jpg,136,35,car plate,682,308,818,343
otogar-1_1-260_1476395659.jpg,137,33,car plate,613,385,750,418
otogar-1_1-260_1476395660.jpg,148,32,car plate,677,391,825,423
otogar-1_1-260_1476395661.jpg,147,33,car plate,644,305,791,338
otogar-1_1-260_1476395662.jpg,141,35,car plate,501,344,642,379
otogar-1_1-260_1476395663.jpg,153,42,car plate,856,140,1009,182
otogar-1_1-260_1476395664.jpg,186,51,car plate,379,345,565,396
otogar-1_1-260_1476395665.jpg,144,32,car plate,629,386,773,418
otogar-1_1-260_1476395666.jpg,248,67,car plate,407,426,655,493
otogar-1_1-260_1476395667.jpg,159,36,car plate,652,414,811,450
otogar-1_1-260_1476395669.jpg,148,34,car plate,702,280,850,314
otogar-1_1-260_1476395670.jpg,134,33,car plate,602,421,736,454
otogar-1_1-260_1476395671.jpg,232,71,car plate,197,404,429,475
otogar-1_1-260_1476395672.jpg,216,50,car plate,408,457,624,507
otogar-1_1-260_1476395673.jpg,141,37,car plate,678,453,819,490
otogar-1_1-260_1476395674.jpg,165,41,car plate,922,160,1087,201
otogar-1_1-260_1476395675.jpg,262,72,car plate,367,455,629,527
otogar-1_1-260_1476395676.jpg,151,33,car plate,665,257,816,290
otogar-1_1-260_1476395677.jpg,141,32,car plate,541,382,682,414
otogar-1_1-260_1476395678.jpg,191,44,car plate,708,288,899,332
otogar-1_1-260_1476395680.jpg,135,36,car plate,570,437,705,473
otogar-1_1-260_1476395681.jpg,149,33,car plate,695,408,844,441
otogar-1_1-260_1476395682.jpg,140,29,car plate,570,271,710,300
otogar-1_1-260_1476395683.jpg,191,51,car plate,474,432,665,483
otogar-1_1-260_1476395684.jpg,129,32,car plate,527,432,656,464
otogar-1_1-260_1476395685.jpg,129,33,car plate,574,417,703,450
otogar-1_1-260_1476395686.jpg,196,58,car plate,537,361,733,419
otogar-1_1-260_1476395687.jpg,226,54,car plate,661,341,887,395
otogar-1_1-260_1476395688.jpg,178,38,car plate,473,290,651,328
otogar-1_1-260_1476395689.jpg,147,34,car plate,609,404,756,438
otogar-1_1-260_1476395691.jpg,126,29,car plate,657,415,783,444
otogar-1_1-260_1476395692.jpg,144,32,car plate,575,401,719,433
otogar-1_1-260_1476395693.jpg,160,42,car plate,512,299,672,341
otogar-1_1-260_1476395694.jpg,226,58,car plate,236,512,462,570
otogar-1_1-260_1476395695.jpg,176,42,car plate,871,179,1047,221
otogar-1_1-260_1476395696.jpg,143,41,car plate,599,388,742,429
otogar-1_1-260_1476395697.jpg,144,34,car plate,636,291,780,325
otogar-1_1-260_1476395698.jpg,142,36,car plate,506,277,648,313
otogar-1_1-260_1476395699.jpg,226,58,car plate,413,456,639,514
otogar-1_1-260_1476395700.jpg,134,32,car plate,617,379,751,411
otogar-1_1-260_1476395702.jpg,166,35,car plate,608,337,774,372
otogar-1_1-260_1476395703.jpg,159,36,car plate,544,431,703,467
otogar-1_1-260_1476395704.jpg,148,36,car plate,648,287,796,323
otogar-1_1-260_1476395705.jpg,131,32,car plate,521,403,652,435
otogar-1_1-260_1476395706.jpg,145,33,car plate,582,303,727,336
otogar-1_1-260_1476395707.jpg,247,69,car plate,524,308,771,377
otogar-1_1-260_1476395708.jpg,250,77,car plate,158,556,408,633
otogar-1_1-260_1476395709.jpg,149,33,car plate,599,312,748,345
otogar-1_1-260_1476395710.jpg,134,35,car plate,661,291,795,326
otogar-1_1-260_1476395711.jpg,133,33,car plate,689,422,822,455
otogar-1_1-260_1476395713.jpg,124,27,car plate,670,315,794,342
otogar-1_1-260_1476395714.jpg,159,34,car plate,887,296,1046,330
otogar-1_1-260_1476395715.jpg,147,32,car plate,624,370,771,402
otogar-1_1-260_1476395717.jpg,239,60,car plate,199,508,438,568
otogar-1_1-260_1476395718.jpg,137,34,car plate,604,310,741,344
otogar-1_1-260_1476395719.jpg,141,34,car plate,564,384,705,418
otogar-1_1-260_1476395720.jpg,168,37,car plate,544,274,712,311
otogar-1_1-260_1476395721.jpg,147,35,car plate,552,430,699,465
otogar-1_1-260_1476395722.jpg,151,34,car plate,651,305,802,339
otogar-1_1-260_1476395724.jpg,158,36,car plate,568,373,726,409
otogar-1_1-260_1476395725.jpg,135,29,car plate,589,386,724,415
otogar-1_1-260_1476395726.jpg,153,34,car plate,735,398,888,432
otogar-1_1-260_1476395727.jpg,142,34,car plate,508,281,650,315
otogar-1_1-260_1476395728.jpg,260,85,car plate,178,601,438,686
otogar-1_1-260_1476395729.jpg,266,70,car plate,195,503,461,573
otogar-1_1-260_1476395730.jpg,148,33,car plate,595,264,743,297
otogar-1_1-260_1476395731.jpg,124,35,car plate,538,329,662,364
otogar-1_1-260_1476395732.jpg,159,44,car plate,601,304,760,348
otogar-1_1-260_1476395733.jpg,151,33,car plate,698,315,849,348
otogar-1_1-260_1476395735.jpg,144,35,car plate,750,465,894,500
otogar-1_1-260_1476395736.jpg,144,34,car plate,618,385,762,419
otogar-1_1-260_1476395737.jpg,198,46,car plate,344,445,542,491
otogar-1_1-260_1476395738.jpg,153,34,car plate,694,406,847,440
otogar-1_1-260_1476395739.jpg,150,33,car plate,633,308,783,341
otogar-1_1-260_1476395740.jpg,119,28,car plate,690,306,809,334
otogar-1_1-260_1476395741.jpg,201,46,car plate,759,211,960,257
otogar-1_1-260_1476395742.jpg,158,32,car plate,629,276,787,308
otogar-1_1-260_1476395743.jpg,146,35,car plate,685,367,831,402
otogar-1_1-260_1476395744.jpg,194,51,car plate,579,330,773,381
otogar-1_1-260_1476395746.jpg,259,70,car plate,92,278,351,348
otogar-1_1-260_1476395747.jpg,142,34,car plate,643,406,785,440
otogar-1_1-260_1476395748.jpg,243,71,car plate,117,502,360,573
otogar-1_1-260_1476395749.jpg,152,35,car plate,643,293,795,328
otogar-1_1-260_1476395750.jpg,144,32,car plate,694,407,838,439
otogar-1_1-260_1476395752.jpg,160,37,car plate,469,417,629,454
otogar-1_1-260_1476395753.jpg,118,26,car plate,678,318,796,344
otogar-1_1-260_1476395754.jpg,241,70,car plate,244,434,485,504
otogar-1_1-260_1476395755.jpg,162,36,car plate,587,380,749,416
otogar-1_1-260_1476395757.jpg,173,43,car plate,550,148,723,191
otogar-1_1-260_1476395758.jpg,152,33,car plate,652,311,804,344
otogar-1_1-260_1476395759.jpg,151,33,car plate,680,403,831,436
otogar-1_1-260_1476395760.jpg,241,67,car plate,319,284,560,351
otogar-1_1-260_1476395761.jpg,178,38,car plate,563,294,741,332
otogar-1_1-260_1476395762.jpg,191,55,car plate,403,351,594,406
otogar-1_1-260_1476395763.jpg,134,34,car plate,614,431,748,465
otogar-1_1-260_1476395764.jpg,146,36,car plate,640,306,786,342
otogar-1_1-260_1476395765.jpg,227,62,car plate,590,279,817,341
otogar-1_1-260_1476395766.jpg,136,34,car plate,572,419,708,453
otogar-1_1-260_1476395768.jpg,152,33,car plate,625,264,777,297
otogar-1_1-260_1476395769.jpg,160,43,car plate,608,300,768,343
otogar-1_1-260_1476395770.jpg,145,37,car plate,522,345,667,382
otogar-1_1-260_1476395771.jpg,164,36,car plate,649,395,813,431
otogar-1_1-260_1476395772.jpg,140,29,car plate,687,310,827,339
otogar-1_1-260_1476395773.jpg,132,35,car plate,758,461,890,496
otogar-1_1-260_1476395774.jpg,120,27,car plate,682,319,802,346
otogar-1_1-260_1476395775.jpg,135,34,car plate,587,429,722,463
otogar-1_1-260_1476395776.jpg,164,44,car plate,766,167,930,211
otogar-1_1-260_1476395777.jpg,147,33,car plate,410,299,557,332
otogar-1_1-260_1476395779.jpg,146,36,car plate,556,347,702,383
otogar-1_1-260_1476395780.jpg,141,29,car plate,781,448,922,477
otogar-1_1-260_1476395781.jpg,166,35,car plate,535,240,701,275
otogar-1_1-260_1476395782.jpg,146,34,car plate,674,343,820,377
otogar-1_1-260_1476395783.jpg,243,68,car plate,117,504,360,572
otogar-1_1-260_1476395784.jpg,142,33,car plate,662,393,804,426
otogar-1_1-260_1476395785.jpg,182,42,car plate,653,272,835,314
otogar-1_1-260_1476395786.jpg,135,34,car plate,584,434,719,468
otogar-1_1-260_1476395787.jpg,283,85,car plate,187,573,470,658
otogar-1_1-260_1476395788.jpg,245,69,car plate,116,503,361,572
otogar-1_1-260_1476395790.jpg,157,36,car plate,363,349,520,385
otogar-1_1-260_1476395791.jpg,158,45,car plate,541,327,699,372
otogar-1_1-260_1476395792.jpg,169,43,car plate,659,326,828,369
otogar-1_1-260_1476395793.jpg,143,36,car plate,524,340,667,376
otogar-1_1-260_1476395794.jpg,177,45,car plate,455,425,632,470
otogar-1_1-260_1476395795.jpg,136,32,car plate,591,413,727,445
otogar-1_1-260_1476395796.jpg,143,35,car plate,599,410,742,445
otogar-1_1-260_1476395797.jpg,144,35,car plate,433,325,577,360
otogar-1_1-260_1476395798.jpg,244,68,car plate,117,504,361,572
otogar-1_1-260_1476395799.jpg,176,43,car plate,791,177,967,220
otogar-1_1-260_1476395801.jpg,146,41,car plate,657,294,803,335
otogar-1_1-260_1476395802.jpg,135,33,car plate,575,412,710,445
otogar-1_1-260_1476395803.jpg,149,33,car plate,622,384,771,417
otogar-1_1-260_1476395804.jpg,198,43,car plate,451,345,649,388
otogar-1_1-260_1476395805.jpg,160,38,car plate,325,368,485,406
otogar-1_1-260_1476395806.jpg,175,38,car plate,795,273,970,311
otogar-1_1-260_1476395808.jpg,146,35,car plate,630,414,776,449
otogar-1_1-260_1476395809.jpg,150,34,car plate,718,313,868,347
otogar-1_1-260_1476395810.jpg,152,34,car plate,561,417,713,451
otogar-1_1-260_1476395812.jpg,173,43,car plate,820,181,993,224
otogar-1_1-260_1476395813.jpg,132,34,car plate,603,422,735,456
otogar-1_1-260_1476395814.jpg,255,63,car plate,115,394,370,457
otogar-1_1-260_1476395815.jpg,145,33,car plate,553,397,698,430
otogar-1_1-260_1476395816.jpg,146,29,car plate,681,317,827,346
otogar-1_1-260_1476395817.jpg,145,35,car plate,516,425,661,460
otogar-1_1-260_1476395818.jpg,183,42,car plate,341,363,524,405
otogar-1_1-260_1476395819.jpg,158,42,car plate,645,309,803,351
otogar-1_1-260_1476395820.jpg,221,55,car plate,258,461,479,516
otogar-1_1-260_1476395821.jpg,246,63,car plate,519,282,765,345
otogar-1_1-260_1476395823.jpg,134,32,car plate,625,378,759,410
otogar-1_1-260_1476395824.jpg,146,35,car plate,563,301,709,336
otogar-1_1-260_1476395826.jpg,141,33,car plate,515,426,656,459
otogar-1_1-260_1476395827.jpg,197,44,car plate,697,305,894,349
otogar-1_1-260_1476395828.jpg,107,24,car plate,679,278,786,302
otogar-1_1-260_1476395829.jpg,248,61,car plate,577,331,825,392
otogar-1_1-260_1476395830.jpg,150,41,car plate,632,291,782,332
otogar-1_1-260_1476395831.jpg,140,35,car plate,619,422,759,457
otogar-1_1-260_1476395832.jpg,214,55,car plate,539,499,753,554
otogar-1_1-260_1476395834.jpg,147,33,car plate,572,424,719,457
otogar-1_1-260_1476395835.jpg,140,29,car plate,530,400,670,429
otogar-1_1-260_1476395836.jpg,243,53,car plate,229,381,472,434
otogar-1_1-260_1476395837.jpg,153,37,car plate,577,442,730,479
otogar-1_1-260_1476395838.jpg,233,55,car plate,638,273,871,328
otogar-1_1-260_1476395839.jpg,213,45,car plate,630,333,843,378
otogar-1_1-260_1476395840.jpg,145,33,car plate,630,460,775,493
otogar-1_1-260_1476395841.jpg,149,33,car plate,620,388,769,421
otogar-1_1-260_1476395842.jpg,207,49,car plate,336,342,543,391
otogar-1_1-260_1476395843.jpg,127,29,car plate,675,407,802,436
otogar-1_1-260_1476395845.jpg,144,34,car plate,699,332,843,366
otogar-1_1-260_1476395846.jpg,160,44,car plate,629,298,789,342
otogar-1_1-260_1476395847.jpg,248,62,car plate,517,284,765,346
otogar-1_1-260_1476395848.jpg,147,34,car plate,695,318,842,352
otogar-1_1-260_1476395849.jpg,164,35,car plate,714,424,878,459
otogar-1_1-260_1476395850.jpg,193,59,car plate,459,353,652,412
otogar-1_1-260_1476395851.jpg,125,35,car plate,675,365,800,400
otogar-1_1-260_1476395852.jpg,128,28,car plate,703,374,831,402
otogar-1_1-260_1476395853.jpg,150,33,car plate,490,417,640,450
otogar-1_1-260_1476395854.jpg,165,34,car plate,650,423,815,457
otogar-1_1-260_1476395856.jpg,147,32,car plate,575,227,722,259
otogar-1_1-260_1476395857.jpg,216,53,car plate,457,320,673,373
otogar-1_1-260_1476395858.jpg,157,43,car plate,629,309,786,352
otogar-1_1-260_1476395859.jpg,212,53,car plate,319,401,531,454
otogar-1_1-260_1476395860.jpg,265,66,car plate,154,438,419,504
otogar-1_1-260_1476395861.jpg,156,36,car plate,681,431,837,467
otogar-1_1-260_1476395862.jpg,146,35,car plate,539,394,685,429
otogar-1_1-260_1476395863.jpg,146,34,car plate,736,366,882,400
otogar-1_1-260_1476395865.jpg,183,38,car plate,479,315,662,353
otogar-1_1-260_1476395867.jpg,147,36,car plate,581,439,728,475
otogar-1_1-260_1476395868.jpg,126,27,car plate,685,320,811,347
otogar-1_1-260_1476395869.jpg,144,41,car plate,689,380,833,421
otogar-1_1-260_1476395870.jpg,168,38,car plate,594,455,762,493
otogar-1_1-260_1476395872.jpg,159,42,car plate,609,298,768,340
otogar-1_1-260_1476395873.jpg,145,32,car plate,647,409,792,441
otogar-1_1-260_1476395874.jpg,182,43,car plate,344,309,526,352
otogar-1_1-260_1476395875.jpg,121,28,car plate,630,320,751,348
otogar-1_1-260_1476395878.jpg,214,60,car plate,243,169,457,229
otogar-1_1-260_1476395879.jpg,133,32,car plate,566,381,699,413
otogar-1_1-260_1476395880.jpg,172,46,car plate,539,337,711,383
otogar-1_1-260_1476395881.jpg,215,49,car plate,485,451,700,500
otogar-1_1-260_1476395882.jpg,251,60,car plate,597,378,848,438
otogar-1_1-260_1476395883.jpg,148,32,car plate,749,411,897,443
otogar-1_1-260_1476395884.jpg,182,46,car plate,580,413,762,459
otogar-1_1-260_1476395885.jpg,214,61,car plate,244,168,458,229
otogar-1_1-260_1476395886.jpg,193,41,car plate,366,306,559,347
otogar-1_1-260_1476395887.jpg,157,42,car plate,522,104,679,146
otogar-1_1-260_1476395889.jpg,116,26,car plate,669,325,785,351
otogar-1_1-260_1476395890.jpg,130,35,car plate,597,426,727,461
otogar-1_1-260_1476395891.jpg,148,29,car plate,605,423,753,452
otogar-1_1-260_1476395892.jpg,143,34,car plate,536,370,679,404
otogar-1_1-260_1476395893.jpg,143,32,car plate,623,386,766,418
otogar-1_1-260_1476395894.jpg,134,34,car plate,719,449,853,483
otogar-1_1-260_1476395895.jpg,197,58,car plate,530,354,727,412
otogar-1_1-260_1476395896.jpg,142,34,car plate,647,431,789,465
otogar-1_1-260_1476395897.jpg,163,35,car plate,688,253,851,288
otogar-1_1-260_1476395898.jpg,148,32,car plate,672,370,820,402
otogar-1_1-260_1476395900.jpg,146,38,car plate,754,467,900,505
otogar-1_1-260_1476395901.jpg,148,34,car plate,501,306,649,340
otogar-1_1-260_1476395902.jpg,146,34,car plate,645,399,791,433
otogar-1_1-260_1476395903.jpg,191,46,car plate,413,300,604,346
otogar-1_1-260_1476395904.jpg,180,49,car plate,593,317,773,366
otogar-1_1-260_1476395905.jpg,145,33,car plate,669,398,814,431
otogar-1_1-260_1476395906.jpg,159,35,car plate,487,318,646,353
otogar-1_1-260_1476395907.jpg,147,36,car plate,615,357,762,393
otogar-1_1-260_1476395908.jpg,141,32,car plate,626,285,767,317
otogar-1_1-260_1476395909.jpg,158,36,car plate,576,266,734,302
otogar-1_1-260_1476395911.jpg,147,33,car plate,736,412,883,445
otogar-1_1-260_1476395912.jpg,146,32,car plate,573,267,719,299
otogar-1_1-260_1476395913.jpg,147,32,car plate,679,388,826,420
otogar-1_1-260_1476395914.jpg,172,38,car plate,543,402,715,440
otogar-1_1-260_1476395915.jpg,145,33,car plate,594,245,739,278
otogar-1_1-260_1476395916.jpg,200,45,car plate,717,299,917,344
otogar-1_1-260_1476395917.jpg,150,34,car plate,572,327,722,361
otogar-1_1-260_1476395918.jpg,87,51,car plate,681,426,768,477
otogar-1_1-260_1476395919.jpg,191,42,car plate,632,296,823,338
otogar-1_1-260_1476395920.jpg,135,32,car plate,646,388,781,420
otogar-1_1-260_1476395922.jpg,161,42,car plate,895,176,1056,218
otogar-1_1-260_1476395923.jpg,124,32,car plate,658,393,782,425
otogar-1_1-260_1476395924.jpg,149,34,car plate,608,369,757,403
otogar-1_1-260_1476395925.jpg,239,67,car plate,314,397,553,464
otogar-1_1-260_1476395926.jpg,140,33,car plate,485,307,625,340
otogar-1_1-260_1476395927.jpg,145,34,car plate,456,368,601,402
otogar-1_1-260_1476395928.jpg,126,27,car plate,670,371,796,398
otogar-1_1-260_1476395929.jpg,104,24,car plate,652,277,756,301
otogar-1_1-260_1476395930.jpg,157,35,car plate,437,304,594,339
otogar-1_1-260_1476395931.jpg,230,61,car plate,78,523,308,584
otogar-1_1-260_1476395933.jpg,135,28,car plate,593,384,728,412
otogar-1_1-260_1476395934.jpg,164,36,car plate,586,446,750,482
otogar-1_1-260_1476395935.jpg,129,33,car plate,693,420,822,453
otogar-1_1-260_1476395936.jpg,145,33,car plate,495,307,640,340
otogar-1_1-260_1476395937.jpg,142,36,car plate,496,271,638,307
otogar-1_1-260_1476395938.jpg,147,33,car plate,603,403,750,436
otogar-1_1-260_1476395939.jpg,164,35,car plate,667,439,831,474
otogar-1_1-260_1476395940.jpg,128,34,car plate,625,420,753,454
otogar-1_1-260_1476395941.jpg,143,33,car plate,640,304,783,337
otogar-1_1-260_1476395942.jpg,143,36,car plate,956,130,1099,166
otogar-1_1-260_1476395944.jpg,141,32,car plate,617,397,758,429
otogar-1_1-260_1476395945.jpg,197,49,car plate,416,433,613,482
otogar-1_1-260_1476395946.jpg,149,35,car plate,669,402,818,437
otogar-1_1-260_1476395947.jpg,222,49,car plate,670,307,892,356
otogar-1_1-260_1476395948.jpg,119,29,car plate,669,315,788,344
otogar-1_1-260_1476395949.jpg,114,25,car plate,646,290,760,315
otogar-1_1-260_1476395950.jpg,156,38,car plate,559,430,715,468
otogar-1_1-260_1476395951.jpg,130,34,car plate,583,433,713,467
otogar-1_1-260_1476395952.jpg,156,34,car plate,635,305,791,339
otogar-1_1-260_1476395953.jpg,136,29,car plate,648,403,784,432
otogar-1_1-260_1476395955.jpg,162,36,car plate,480,280,642,316
otogar-1_1-260_1476395956.jpg,216,49,car plate,614,323,830,372
otogar-1_1-260_1476395957.jpg,262,71,car plate,76,429,338,500
otogar-1_1-260_1476395958.jpg,137,32,car plate,603,382,740,414
otogar-1_1-260_1476395959.jpg,168,41,car plate,381,420,549,461
otogar-1_1-260_1476395960.jpg,150,41,car plate,693,298,843,339
otogar-1_1-260_1476395961.jpg,150,34,car plate,605,306,755,340
otogar-1_1-260_1476395962.jpg,126,33,car plate,686,414,812,447
otogar-1_1-260_1476395963.jpg,181,41,car plate,592,479,773,520
otogar-1_1-260_1476395964.jpg,146,34,car plate,632,399,778,433
otogar-1_1-260_1476395966.jpg,150,35,car plate,571,219,721,254
otogar-1_1-260_1476395967.jpg,144,33,car plate,616,347,760,380
otogar-1_1-260_1476395968.jpg,254,68,car plate,277,512,531,580
otogar-1_1-260_1476395969.jpg,120,27,car plate,725,324,845,351
otogar-1_1-260_1476395970.jpg,198,53,car plate,488,396,686,449
otogar-1_1-260_1476395971.jpg,256,63,car plate,161,433,417,496
otogar-1_1-260_1476395972.jpg,149,37,car plate,930,148,1079,185
otogar-1_1-260_1476395973.jpg,150,33,car plate,608,297,758,330
otogar-1_1-260_1476395974.jpg,217,62,car plate,441,427,658,489
otogar-1_1-260_1476395975.jpg,132,33,car plate,680,421,812,454
otogar-1_1-260_1476395977.jpg,202,50,car plate,520,430,722,480
otogar-1_1-260_1476395978.jpg,127,72,car plate,87,583,214,655
otogar-1_1-260_1476395979.jpg,202,44,car plate,436,315,638,359
otogar-1_1-260_1476395980.jpg,152,34,car plate,675,431,827,465
otogar-1_1-260_1476395981.jpg,163,38,car plate,620,373,783,411
otogar-1_1-260_1476395982.jpg,146,33,car plate,584,293,730,326
otogar-1_1-260_1476395983.jpg,206,50,car plate,425,161,631,211
otogar-1_1-260_1476395984.jpg,270,87,car plate,207,528,477,615
otogar-1_1-260_1476395985.jpg,117,25,car plate,685,278,802,303
otogar-1_1-260_1476395986.jpg,165,44,car plate,788,143,953,187
otogar-1_1-260_1476395988.jpg,145,32,car plate,619,371,764,403
otogar-1_1-260_1476395989.jpg,159,34,car plate,590,271,749,305
otogar-1_1-260_1476395990.jpg,143,33,car plate,582,321,725,354
otogar-1_1-260_1476395991.jpg,124,32,car plate,584,327,708,359
otogar-1_1-260_1476395992.jpg,143,28,car plate,659,387,802,415
otogar-1_1-260_1476395993.jpg,262,76,car plate,224,462,486,538
otogar-1_1-260_1476395994.jpg,131,34,car plate,661,433,792,467
otogar-1_1-260_1476395995.jpg,146,36,car plate,907,137,1053,173
otogar-1_1-260_1476395996.jpg,140,34,car plate,572,365,712,399
otogar-1_1-260_1476395997.jpg,127,33,car plate,644,410,771,443
otogar-1_1-260_1476395999.jpg,209,50,car plate,508,347,717,397
otogar-1_1-260_1476396000.jpg,145,33,car plate,621,304,766,337
otogar-1_1-260_1476396001.jpg,184,49,car plate,563,406,747,455
otogar-1_1-260_1476396002.jpg,163,35,car plate,565,263,728,298
otogar-1_1-260_1476396003.jpg,266,63,car plate,295,474,561,537
otogar-1_1-260_1476396004.jpg,120,27,car plate,666,306,786,333
otogar-1_1-260_1476396005.jpg,153,36,car plate,620,434,773,470
otogar-1_1-260_1476396006.jpg,243,87,car plate,95,473,338,560
otogar-1_1-260_1476396007.jpg,144,32,car plate,548,398,692,430
otogar-1_1-260_1476396008.jpg,156,41,car plate,761,153,917,194
otogar-1_1-260_1476396010.jpg,144,34,car plate,591,407,735,441
otogar-1_1-260_1476396011.jpg,210,55,car plate,354,417,564,472
otogar-1_1-260_1476396012.jpg,181,51,car plate,543,337,724,388
otogar-1_1-260_1476396013.jpg,146,41,car plate,661,390,807,431
otogar-1_1-260_1476396014.jpg,181,42,car plate,632,281,813,323
otogar-1_1-260_1476396015.jpg,126,33,car plate,688,419,814,452
otogar-1_1-260_1476396016.jpg,128,29,car plate,633,321,761,350
otogar-1_1-260_1476396017.jpg,91,20,car plate,704,262,795,282
otogar-1_1-260_1476396018.jpg,143,35,car plate,989,138,1132,173
otogar-1_1-260_1476396019.jpg,150,33,car plate,721,406,871,439
otogar-1_1-260_1476396021.jpg,142,33,car plate,551,392,693,425
otogar-1_1-260_1476396022.jpg,131,35,car plate,661,433,792,468
otogar-1_1-260_1476396023.jpg,231,59,car plate,424,381,655,440
otogar-1_1-260_1476396024.jpg,163,45,car plate,558,315,721,360
otogar-1_1-260_1476396025.jpg,141,35,car plate,586,348,727,383
otogar-1_1-260_1476396026.jpg,195,43,car plate,496,305,691,348
otogar-1_1-260_1476396027.jpg,141,36,car plate,674,452,815,488
otogar-1_1-260_1476396028.jpg,194,44,car plate,366,314,560,358
otogar-1_1-260_1476396029.jpg,142,32,car plate,629,400,771,432
otogar-1_1-260_1476396030.jpg,119,27,car plate,546,299,665,326
otogar-1_1-260_1476396032.jpg,210,50,car plate,395,327,605,377
otogar-1_1-260_1476396033.jpg,134,29,car plate,597,422,731,451
otogar-1_1-260_1476396034.jpg,146,35,car plate,683,317,829,352
otogar-1_1-260_1476396035.jpg,121,27,car plate,715,315,836,342
otogar-1_1-260_1476396036.jpg,120,34,car plate,558,387,678,421
otogar-1_1-260_1476396037.jpg,149,37,car plate,574,288,723,325
otogar-1_1-260_1476396038.jpg,146,34,car plate,575,368,721,402
otogar-1_1-260_1476396039.jpg,164,42,car plate,433,394,597,436
otogar-1_1-260_1476396040.jpg,175,44,car plate,793,179,968,223
otogar-1_1-260_1476396043.jpg,136,34,car plate,609,432,745,466
otogar-1_1-260_1476396044.jpg,146,32,car plate,561,331,707,363
otogar-1_1-260_1476396045.jpg,150,34,car plate,722,298,872,332
otogar-1_1-260_1476396046.jpg,233,75,car plate,100,413,333,488
otogar-1_1-260_1476396047.jpg,126,34,car plate,683,433,809,467
