index,path,x,y,width,height
15530,4#34SN5241#03062020#001939.jpg,620,606,161,27
15531,4#34SN5604#03062020#172453.jpg,717,614,194,34
15532,4#34SN6342#03062020#154211.jpg,535,561,164,34
15533,4#34SN6750#03062020#152901.jpg,578,658,185,33
15534,4#34SN8497#03062020#095036.jpg,586,638,161,27
15535,4#34SN8727#03062020#124416.jpg,176,628,180,28
15536,4#34SNL20#03062020#164936.jpg,256,604,125,27
15537,4#34SP3457#03062020#172527.jpg,545,628,209,35
15538,4#34SR4185#06062020#115526.jpg,250,644,152,28
15539,4#34SR5849#03062020#095736.jpg,533,642,165,28
15540,4#34SRK42#06062020#001405.jpg,747,574,197,29
15541,4#34ST555#06062020#000129.jpg,696,564,196,29
15542,4#34ST7727#05062020#100556.jpg,745,494,182,32
15543,4#34ST7727#05062020#135639.jpg,643,459,157,27
15544,4#34STH37#03062020#212335.jpg,587,427,160,29
15545,4#34SU160#03062020#213748.jpg,779,621,197,32
15546,4#34SV4236#08062020#211635.jpg,1048,653,97,23
15547,4#34SY2792#06062020#024953.jpg,735,618,206,34
15548,4#34SY3531#06062020#024819.jpg,829,545,176,28
15549,4#34SY5980#06062020#140349.jpg,722,521,184,32
15550,4#34SZ5625#06062020#135945.jpg,779,564,193,32
15551,4#34TBU87#03062020#164947.jpg,372,622,127,32
15552,4#34TFM31#03062020#164942.jpg,207,601,119,28
15553,4#34THD37#03062020#165020.jpg,257,576,124,29
15554,4#34TL688#06062020#001809.jpg,673,530,191,33
15555,4#34TS7740#03062020#153613.jpg,590,664,189,29
15556,4#34TT0701#03062020#124432.jpg,326,567,179,28
15557,4#34TT2163#03062020#142643.jpg,528,630,176,33
15558,4#34TV8335#06062020#031404.jpg,761,603,191,32
15559,4#34UE9011#03062020#154608.jpg,627,614,169,29
15560,4#34UEG06#06062020#031048.jpg,648,544,194,29
15561,4#34UH5485#03062020#102501.jpg,815,611,152,28
15562,4#34UJ1440#03062020#094722.jpg,601,653,169,26
15563,4#34UL7755#03062020#143009.jpg,645,606,179,32
15564,4#34UM5876#03062020#153703.jpg,539,551,165,43
15565,4#34UN296#06062020#033720.jpg,748,583,202,33
15566,4#34UN7074#03062020#012037.jpg,564,644,153,25
15567,4#34UP2327#03062020#103731.jpg,813,578,166,24
15568,4#34UP8350#03062020#154726.jpg,588,594,173,29
15569,4#34UR8060#03062020#101350.jpg,891,608,149,29
15570,4#34UU8729#06062020#000359.jpg,732,523,183,28
15571,4#34UY8759#06062020#143135.jpg,701,608,207,32
15572,4#34VF1360#06062020#143406.jpg,684,488,179,27
15573,4#34VG1534#06062020#030812.jpg,658,615,206,34
15574,4#34VH1067#06062020#000249.jpg,747,511,177,29
15575,4#34VH5178#03062020#125607.jpg,295,581,178,28
15576,4#34VIH27#03062020#171335.jpg,807,615,197,35
15577,4#34VJ5288#06062020#031433.jpg,773,593,202,34
15578,4#34VJ900#03062020#143031.jpg,566,635,181,27
15579,4#34VN9999#05062020#235256.jpg,764,498,173,29
15580,4#34VP1218#03062020#100610.jpg,888,636,158,28
15581,4#34VT2200#03062020#102654.jpg,771,578,156,26
15582,4#34VT8364#03062020#142207.jpg,504,619,174,36
15583,4#34VY1415#03062020#154250.jpg,637,489,160,28
15584,4#34YP8859#03062020#164932.jpg,272,640,128,27
15585,4#34YS274#03062020#154223.jpg,645,623,190,32
15586,4#34YSA75#03062020#211835.jpg,983,605,199,41
15587,4#34YT2384#03062020#095402.jpg,579,627,159,26
15588,4#34YT7020#03062020#094423.jpg,588,652,167,27
15589,4#34ZE7196#03062020#142613.jpg,413,631,196,29
15590,4#34ZF3018#08062020#193334.jpg,549,583,151,25
15591,4#34ZH6624#06062020#034345.jpg,689,550,191,29
15592,4#34ZL0611#03062020#102914.jpg,853,615,151,26
15593,4#34ZM4236#03062020#173538.jpg,755,646,212,35
15594,4#34ZM4954#06062020#000917.jpg,670,594,208,34
15595,4#34ZR4873#03062020#101618.jpg,905,594,149,28
15596,4#34ZR9524#03062020#142838.jpg,565,545,168,28
15597,4#34ZT0605#03062020#102305.jpg,708,632,153,26
15598,4#34ZTK82#08062020#194045.jpg,553,611,153,25
15599,4#34ZU3437#03062020#142254.jpg,529,603,167,32
15600,4#34ZU9038#03062020#095444.jpg,506,629,165,29
15601,4#34ZU9113#06062020#000940.jpg,665,600,211,34
15602,4#34ZV5484#03062020#094813.jpg,568,643,167,27
15603,4#34ZV9986#03062020#101150.jpg,819,600,153,28
15604,4#34ZY7884#03062020#165051.jpg,381,641,126,28
15605,4#34ZZ0003#06062020#000906.jpg,761,565,211,32
15606,4#35ABZ801#05062020#233008.jpg,800,555,185,29
15607,4#35AC711#06062020#142209.jpg,752,622,199,32
15608,4#35AC9326#05062020#101226.jpg,747,609,202,34
15609,4#35ADG294#06062020#001448.jpg,801,519,181,33
15610,4#35AEA813#05062020#235222.jpg,693,602,217,34
15611,4#35AFA477#08062020#195233.jpg,932,601,153,28
15612,4#35AH9223#06062020#030450.jpg,748,567,194,29
15613,4#35AHK152#08062020#192058.jpg,409,627,153,24
15614,4#35AR3663#06062020#034744.jpg,760,590,197,33
15615,4#35AV9224#06062020#031506.jpg,791,533,186,28
15616,4#35AY2572#06062020#001059.jpg,836,557,191,29
15617,4#35BET49#06062020#002931.jpg,751,622,197,32
15618,4#35CNT97#06062020#033456.jpg,791,496,175,27
15619,4#35DAD16#07062020#013053.jpg,566,530,148,25
15620,4#35DD4826#06062020#002502.jpg,656,476,176,28
15621,4#35DD5402#06062020#034153.jpg,756,504,191,33
15622,4#35EB5575#06062020#032220.jpg,726,560,199,34
15623,4#35EB8169#05062020#233451.jpg,834,530,185,27
15624,4#35EC4958#06062020#025529.jpg,757,551,195,33
15625,4#35EL237#06062020#033338.jpg,683,581,200,33
15626,4#35EYR07#03062020#104534.jpg,552,578,173,32
15627,4#35HA5198#03062020#103746.jpg,817,554,163,27
15628,4#35HC3238#06062020#030232.jpg,808,600,207,34
15629,4#35HD7233#06062020#143201.jpg,717,624,209,32
15630,4#35JM227#05062020#104814.jpg,865,450,159,27
15631,4#35KF0338#06062020#002608.jpg,753,558,199,32
15632,4#35KF3968#07062020#230755.jpg,970,540,150,26
15633,4#35KJ592#05062020#105511.jpg,589,633,222,33
15634,4#35KJ778#03062020#213006.jpg,651,616,205,33
15635,4#35KOU87#06062020#033105.jpg,813,576,197,29
15636,4#35NLU72#06062020#025302.jpg,751,582,182,29
15637,4#35TBU49#06062020#032544.jpg,759,579,193,28
15638,4#35ZF448#05062020#234602.jpg,778,533,183,28
15639,4#35ZV0688#06062020#001000.jpg,753,562,195,29
15640,4#37BE856#06062020#034638.jpg,733,610,199,33
15641,4#38BB366#05062020#103911.jpg,706,598,202,32
15642,4#38GB276#06062020#001006.jpg,796,494,176,29
15643,4#38GY171#06062020#002603.jpg,790,618,206,33
15644,4#38J0445#05062020#105335.jpg,771,570,196,32
15645,4#38SN501#06062020#140102.jpg,686,435,168,27
15646,4#38UH067#06062020#002912.jpg,611,444,152,26
15647,4#38VP087#05062020#104657.jpg,741,600,195,32
15648,4#38YC357#06062020#030638.jpg,664,541,196,29
15649,4#38ZL800#06062020#033944.jpg,679,570,200,33
15650,4#38ZV733#06062020#142339.jpg,651,613,212,32
15651,4#39AB818#06062020#001749.jpg,741,621,197,29
15652,4#39EE125#08062020#194141.jpg,538,649,160,27
15653,4#40AG987#06062020#000640.jpg,756,542,197,33
15654,4#40AT321#06062020#142032.jpg,736,565,191,29
15655,4#41AAU016#06062020#002226.jpg,747,549,198,32
15656,4#41ABR716#06062020#031306.jpg,715,605,213,32
15657,4#41ACC226#08062020#193005.jpg,185,614,158,27
15658,4#41BJ863#06062020#000114.jpg,625,591,194,34
15659,4#41GP760#05062020#200453.jpg,439,582,144,24
15660,4#41GP760#06062020#011044.jpg,376,540,165,29
15661,4#41H7994#06062020#142435.jpg,738,620,201,32
15662,4#41HA872#06062020#033248.jpg,793,612,208,33
15663,4#41L5433#08062020#191943.jpg,369,637,148,25
15664,4#41TK003#07062020#225817.jpg,801,615,152,28
15665,4#42ABP776#05062020#235120.jpg,663,550,183,28
15666,4#42BG914#06062020#000747.jpg,560,611,210,32
15667,4#42CLL32#06062020#030212.jpg,725,524,184,29
15668,4#42D0448#08062020#191710.jpg,528,642,153,26
15669,4#42DK516#08062020#200334.jpg,349,597,151,27
15670,4#42DNB15#03062020#142338.jpg,472,506,157,29
15671,4#42DSK08#08062020#200833.jpg,629,651,135,24
15672,4#42ELJ52#03062020#001926.jpg,486,597,161,27
15673,4#42FHD64#06062020#032548.jpg,829,515,180,29
15674,4#42GU445#08062020#191708.jpg,652,656,160,27
15675,4#42PS137#08062020#191729.jpg,708,658,159,27
15676,4#42SR772#05062020#104847.jpg,817,596,69,50
15677,4#43NU550#06062020#000707.jpg,755,539,189,28
15678,4#43UC660#08062020#191928.jpg,519,607,149,25
15679,4#43Y4440#08062020#195115.jpg,673,611,153,26
15680,4#44EA837#03062020#172756.jpg,664,629,201,37
15681,4#44KC525#08062020#193205.jpg,610,580,148,26
15682,4#44LY226#08062020#172054.jpg,821,583,152,28
15683,4#44LY226#08062020#191105.jpg,824,628,159,28
15684,4#45EE660#06062020#001420.jpg,787,593,198,33
15685,4#45FM638#06062020#002026.jpg,858,561,195,27
15686,4#45HD3013#05062020#100433.jpg,777,529,185,29
15687,4#45HD3763#08062020#192205.jpg,458,613,153,26
15688,4#45SE245#06062020#000753.jpg,763,535,185,28
15689,4#45UB3555#06062020#025617.jpg,715,528,189,28
15690,4#45YA9716#08062020#194126.jpg,556,654,157,25
15691,4#48AAF316#06062020#140953.jpg,777,571,195,33
15692,4#48AAJ204#06062020#033624.jpg,779,555,180,28
15693,4#48AAP632#06062020#143322.jpg,755,601,211,33
15694,4#48AAT991#06062020#031100.jpg,688,596,192,33
15695,4#48ABZ863#06062020#142556.jpg,747,507,208,33
15696,4#48GS388#06062020#024829.jpg,809,537,192,32
15697,4#48JD9984#08062020#195931.jpg,939,643,153,27
15698,4#50FN763#03062020#164605.jpg,496,571,136,33
15699,4#50SB706#06062020#140650.jpg,617,544,194,32
15700,4#51ER886#03062020#142129.jpg,592,648,184,28
15701,4#51KE494#06062020#000234.jpg,693,492,182,29
15702,4#52BN168#03062020#010746.jpg,575,580,152,25
15703,4#53BA469#05062020#100409.jpg,808,607,207,33
15704,4#53DY115#05062020#101258.jpg,802,533,197,32
15705,4#54ABY584#06062020#030226.jpg,725,557,186,28
15706,4#54HU533#03062020#154149.jpg,406,663,174,33
15707,4#54PJ723#03062020#094908.jpg,658,622,159,26
15708,4#54PP492#03062020#154756.jpg,591,626,179,28
15709,4#55ABJ337#08062020#134425.jpg,428,548,146,24
15710,4#55AOY49#03062020#012249.jpg,185,645,104,23
15711,4#55BF080#05062020#105604.jpg,705,507,193,28
15712,4#55BM001#06062020#023839.jpg,470,605,151,29
15713,4#55KJ787#05062020#233533.jpg,790,557,185,28
15714,4#55SY516#03062020#095310.jpg,745,627,160,26
15715,4#57AAJ356#05062020#100140.jpg,712,484,173,28
15716,4#58ABP056#06062020#140357.jpg,815,524,186,32
15717,4#58TE568#06062020#025613.jpg,770,548,189,28
15718,4#59RN534#03062020#142823.jpg,514,594,169,33
15719,4#59VD342#03062020#171310.jpg,741,642,211,34
15720,4#59YZ616#06062020#032352.jpg,731,486,196,32
15721,4#60BP432#08062020#195018.jpg,586,644,157,25
15722,4#60TR048#05062020#110553.jpg,707,533,189,29
15723,4#60ZM611#08062020#191634.jpg,381,587,157,26
15724,4#61ET144#05062020#101853.jpg,870,529,183,29
15725,4#61ET144#06062020#030248.jpg,773,500,183,29
15726,4#63AK044#03062020#155229.jpg,617,568,172,28
15727,4#65AR449#03062020#164758.jpg,516,508,136,32
15728,4#66AAE463#06062020#001707.jpg,786,594,205,32
15729,4#66AF492#03062020#171334.jpg,911,592,186,37
15730,4#66KL825#07062020#230748.jpg,518,603,161,27
15731,4#67AS505#06062020#025649.jpg,638,512,185,32
15732,4#67UB220#06062020#140836.jpg,787,563,184,28
15733,4#68LB478#05062020#233232.jpg,646,573,198,29
15734,4#6M84830#06062020#002910.jpg,756,520,179,27
15735,4#706YZV10#08062020#195006.jpg,893,565,149,27
15736,4#71EV314#06062020#135737.jpg,683,582,195,29
15737,4#71FC210#06062020#033026.jpg,701,600,207,34
15738,4#77DR661#05062020#233209.jpg,789,582,195,32
15739,4#78BD069#06062020#135201.jpg,828,574,198,27
15740,4#78SF793#03062020#153441.jpg,598,592,166,24
15741,4#78SSC26#08062020#195622.jpg,627,577,151,28
15742,4#80AH767#06062020#030818.jpg,783,559,189,28
15743,4#81AS948#08062020#195656.jpg,619,656,141,26
15744,4#81DY672#03062020#142659.jpg,645,584,163,27
15745,4#81FK834#03062020#095200.jpg,530,661,161,25
15746,4#AAV017#08062020#194130.jpg,576,609,156,26
15747,4#AP403#08062020#194002.jpg,550,521,147,26
15748,4#BA802362#05062020#102540.jpg,800,509,175,27
15749,4#BU8434#08062020#194518.jpg,472,648,160,26
15750,4#DMCD713#06062020#031018.jpg,698,576,200,33
15751,4#EM812#08062020#191534.jpg,584,658,161,27
15752,4#FM290#08062020#171409.jpg,545,632,159,25
15753,4#FM290#08062020#190823.jpg,552,584,152,25
15754,4#GN07WWC#05062020#135806.jpg,308,523,156,27
15755,4#JU631#08062020#194441.jpg,633,502,142,26
15756,4#LDH968#08062020#191302.jpg,478,487,135,24
15757,4#OG468599#05062020#195429.jpg,523,612,133,24
15758,4#OG802562#08062020#195014.jpg,715,562,145,26
15759,4#OG809582#06062020#033432.jpg,653,555,194,29
15760,4#OG809923#06062020#024754.jpg,766,601,202,29
15761,4#SA99760#03062020#124103.jpg,278,560,179,28
15762,4#ZA81BEL#08062020#200522.jpg,648,499,148,27
15763,4#ZG444716#08062020#125332.jpg,683,580,128,25
15764,4#ZG480007#08062020#200839.jpg,236,573,118,24
15765,image--000.jpg,313,602,173,54
15766,image--002.jpg,717,406,114,27
15767,image--003.jpg,373,485,120,37
15768,image--004.jpg,504,471,178,41
15769,image--00444 (1).jpg,319,669,176,51
15770,image--00444 (10).jpg,339,292,196,49
15771,image--00444 (11).jpg,609,398,119,26
15772,image--00444 (12).jpg,157,664,221,44
15773,image--00444 (13).jpg,342,503,174,45
15774,image--00444 (14).jpg,552,482,137,36
15775,image--00444 (15).jpg,364,338,117,27
15776,image--00444 (16).jpg,444,669,189,50
15777,image--00444 (17).jpg,400,649,174,43
15778,image--00444 (18).jpg,431,532,194,45
15779,image--00444 (2).jpg,580,497,137,35
15780,image--00444 (20).jpg,413,661,182,52
15781,image--00444 (21).jpg,650,460,140,35
15782,image--00444 (22).jpg,488,554,149,38
15783,image--00444 (23).jpg,347,610,180,42
15784,image--00444 (24).jpg,149,586,201,59
15785,image--00444 (25).jpg,450,293,196,46
15786,image--00444 (26).jpg,548,472,127,36
15787,image--00444 (27).jpg,448,630,177,38
15788,image--00444 (28).jpg,474,444,156,44
15789,image--00444 (29).jpg,389,676,181,44
15790,image--00444 (3).jpg,557,548,147,38
15791,image--00444 (30).jpg,627,463,131,29
15792,image--00444 (31).jpg,622,390,141,36
15793,image--00444 (32).jpg,43,371,104,43
15794,image--00444 (33).jpg,576,470,134,32
15795,image--00444 (34).jpg,273,613,164,51
15796,image--00444 (35).jpg,358,658,175,53
15797,image--00444 (36).jpg,534,491,134,34
15798,image--00444 (37).jpg,725,483,151,29
15799,image--00444 (38).jpg,662,314,120,26
15800,image--00444 (39).jpg,401,614,168,46
15801,image--00444 (4).jpg,577,441,129,34
15802,image--00444 (40).jpg,374,676,183,36
15803,image--00444 (41).jpg,618,427,133,29
15804,image--00444 (42).jpg,370,638,166,50
15805,image--00444 (43).jpg,540,451,158,42
15806,image--00444 (44).jpg,411,411,176,44
15807,image--00444 (45).jpg,0,513,119,63
15808,image--00444 (46).jpg,306,637,173,53
15809,image--00444 (47).jpg,436,669,186,49
15810,image--00444 (48).jpg,459,615,175,42
15811,image--00444 (49).jpg,394,592,164,37
15812,image--00444 (5).jpg,558,475,140,35
15813,image--00444 (50).jpg,399,464,159,43
15814,image--00444 (51).jpg,403,673,190,44
15815,image--00444 (52).jpg,140,660,211,53
15816,image--00444 (53).jpg,618,511,146,34
15817,image--00444 (54).jpg,341,529,190,51
15818,image--00444 (55).jpg,649,393,112,25
15819,image--00444 (56).jpg,370,678,185,42
15820,image--00444 (57).jpg,453,573,165,45
15821,image--00444 (58).jpg,460,622,175,41
15822,image--00444 (59).jpg,304,656,161,62
15823,image--00444 (6).jpg,592,520,145,41
15824,image--00444 (60).jpg,440,666,184,43
15825,image--00444 (61).jpg,576,462,145,41
15826,image--00444 (62).jpg,512,478,172,42
15827,image--00444 (63).jpg,395,437,163,43
15828,image--00444 (64).jpg,430,670,189,46
15829,image--00444 (65).jpg,262,623,205,50
15830,image--00444 (66).jpg,645,408,151,37
15831,image--00444 (67).jpg,198,650,135,36
15832,image--00444 (7).jpg,455,490,168,43
15833,image--00444 (8).jpg,353,648,181,50
15834,image--00444 (9).jpg,227,634,186,63
15835,image--005.jpg,477,550,151,37
15836,image--006.jpg,409,495,189,42
15837,image--007.jpg,603,497,142,32
15838,image--008.jpg,680,377,108,26
15839,image--009.jpg,350,669,183,50
15840,image--010.jpg,355,597,190,51
15841,image--011.jpg,368,544,197,46
15842,image--012.jpg,404,273,194,44
15843,image--013.jpg,417,510,178,44
15844,image--014.jpg,502,537,165,37
15845,image--015.jpg,420,632,183,41
15846,image--016.jpg,333,288,179,44
15847,image--017.jpg,388,652,190,44
15848,image--018.jpg,580,404,147,32
15849,image--019.jpg,64,644,214,72
15850,image--020.jpg,397,524,193,49
15851,image--021.jpg,328,525,195,52
15852,image--022.jpg,529,555,153,42
15853,image--023.jpg,563,398,146,34
15854,image--024.jpg,331,561,194,58
15855,image--025.jpg,317,553,200,53
15856,image--026.jpg,404,501,193,46
15857,image--027.jpg,612,431,128,29
15858,image--028.jpg,478,344,273,53
15859,image--029.jpg,298,501,169,45
15860,image--030.jpg,778,414,117,27
15861,image--031.jpg,543,499,142,33
15862,image--032.jpg,592,511,144,37
15863,image--033.jpg,531,425,118,26
15864,image--034.jpg,100,304,149,43
15865,image--035.jpg,439,469,172,38
15866,image--036.jpg,452,498,135,41
15867,image--037.jpg,433,547,175,43
15868,image--038.jpg,135,370,289,61
15869,image--039.jpg,409,670,190,50
15870,image--040.jpg,436,679,177,41
15871,image--041.jpg,298,645,223,66
15872,image--042.jpg,318,520,143,55
15873,image--043.jpg,210,659,217,60
15874,image--044.jpg,466,657,180,53
15875,image--045.jpg,619,454,131,33
15876,image--046.jpg,483,467,165,44
15877,image--047.jpg,421,251,179,43
15878,image--048.jpg,274,670,183,50
15879,image--049.jpg,573,402,150,35
15880,image--050.jpg,508,473,183,51
15881,image--051.jpg,486,574,158,41
15882,image--052.jpg,128,636,213,72
15883,image--053.jpg,284,655,228,62
15884,image--054.jpg,80,663,197,57
15885,image--055.jpg,97,640,206,69
15886,image--056.jpg,181,672,227,38
15887,image--057.jpg,593,415,121,32
15888,image--059.jpg,221,520,158,38
15889,image--060.jpg,365,590,207,53
15890,image--061.jpg,455,480,178,45
15891,image--062.jpg,461,671,166,41
15892,image--063.jpg,304,556,198,60
15893,image--064.jpg,287,541,191,42
15894,image--065.jpg,310,513,167,42
15895,image--066.jpg,618,397,141,35
15896,image--067.jpg,600,396,111,27
15897,image--068.jpg,495,437,172,43
15898,image--070.jpg,187,641,222,71
15899,image--071.jpg,474,444,160,36
15900,image--072.jpg,368,623,197,52
15901,image--073.jpg,347,304,189,45
15902,image--074.jpg,367,487,175,45
15903,image--075.jpg,526,313,144,29
15904,image--076.jpg,629,490,144,35
15905,image--077.jpg,339,609,210,51
15906,image--078.jpg,270,580,209,55
15907,image--079.jpg,378,618,131,34
15908,image--080.jpg,373,642,169,43
15909,image--081.jpg,128,568,128,49
15910,image--082.jpg,400,669,184,36
15911,image--083.jpg,467,271,181,41
15912,image--084.jpg,511,474,184,41
15913,image--085.jpg,505,542,150,37
15914,image--086.jpg,187,508,168,41
15915,image--087.jpg,245,600,211,63
15916,image--088.jpg,523,551,157,37
15917,image--090.jpg,549,406,151,33
15918,image--091.jpg,404,674,195,41
15919,image--092.jpg,354,657,169,50
15920,image--093.jpg,309,535,191,60
15921,image--094.jpg,479,480,176,41
15922,image--095.jpg,314,543,179,52
15923,image--096.jpg,526,512,137,37
15924,image--097.jpg,261,674,176,46
15925,image--098.jpg,191,512,168,41
15926,image--099.jpg,256,436,113,33
15927,image--100.jpg,219,521,158,34
15928,image--101.jpg,387,661,178,46
15929,image--102.jpg,535,477,182,42
15930,image--103.jpg,247,651,228,60
15931,image--104.jpg,754,553,124,123
15932,image--105.jpg,144,666,224,46
15933,image--106.jpg,429,407,174,52
15934,image--107.jpg,376,429,169,44
15935,image--108.jpg,53,612,186,80
15936,image--109.jpg,409,386,165,46
15937,image--110.jpg,377,431,185,52
15938,image--111.jpg,397,412,166,50
15939,image--112.jpg,373,676,190,44
15940,image--113.jpg,433,390,164,46
15941,image--114.jpg,411,426,185,46
15942,image--115.jpg,385,583,200,46
15943,image--116.jpg,564,321,115,26
15944,image--117.jpg,442,650,181,46
15945,image--118.jpg,418,500,130,34
15946,image--119.jpg,485,488,180,41
15947,image--120.jpg,388,672,189,45
15948,image--121.jpg,672,380,110,29
15949,image--122.jpg,620,413,117,29
15950,image--123.jpg,392,606,162,44
15951,image--124.jpg,501,564,153,35
15952,image--125.jpg,151,515,157,43
15953,image--126.jpg,375,664,161,45
15954,image--127.jpg,586,497,146,36
15955,image--128.jpg,11,300,96,32
15956,image--129.jpg,598,377,134,35
15957,image--130.jpg,433,594,174,42
15958,image--131.jpg,293,662,182,58
15959,image--132.jpg,531,606,174,38
15960,image--133.jpg,511,450,173,38
15961,image--134.jpg,412,530,192,44
15962,image--135.jpg,545,442,164,44
15963,image--136.jpg,257,510,159,41
15964,image--137.jpg,390,663,194,55
15965,image--138.jpg,672,346,135,34
15966,image--139.jpg,200,499,148,36
15967,image--140.jpg,612,369,146,33
15968,image--141.jpg,450,385,142,33
15969,image--142.jpg,284,665,181,53
15970,image--143.jpg,619,454,117,32
15971,image--144.jpg,558,528,161,34
15972,image--145.jpg,329,384,130,29
15973,image--146.jpg,42,308,162,46
15974,image--147.jpg,469,458,160,43
15975,image--148.jpg,429,457,159,37
15976,image--149.jpg,466,445,176,41
15977,image--150.jpg,225,526,162,37
15978,image--151.jpg,263,518,158,35
15979,image--152.jpg,254,517,158,37
15980,image--153.jpg,244,516,143,35
15981,image--154.jpg,150,519,160,38
15982,image--155.jpg,172,502,161,38
15983,image--156.jpg,178,525,162,36
15984,image--157.jpg,203,510,159,37
15985,image--158.jpg,193,514,151,43
15986,image--159.jpg,164,520,160,36
15987,image--160.jpg,188,521,164,38
15988,image--161.jpg,162,510,160,38
15989,image--162.jpg,207,511,179,46
15990,image--163.jpg,194,518,160,37
15991,image--164.jpg,282,515,160,38
15992,image--165.jpg,222,520,162,37
15993,image--168.jpg,179,514,160,44
15994,image--169.jpg,176,516,162,42
15995,image--170.jpg,212,510,156,36
15996,image--171.jpg,208,516,159,38
15997,image--172.jpg,318,517,160,37
15998,image--173.jpg,185,527,159,37
15999,image--174.jpg,271,516,159,43
16000,image--175.jpg,193,505,159,38
16001,image--176.jpg,250,516,157,50
16002,image--177.jpg,240,522,152,41
16003,image--178.jpg,229,521,151,36
16004,image--179.jpg,220,516,157,35
16005,image--180.jpg,149,519,153,42
16006,image--181.jpg,186,514,161,36
16007,image--182.jpg,179,515,157,41
16008,image--183.jpg,158,518,156,38
16009,image--184.jpg,132,520,162,41
16010,image--185.jpg,276,510,157,38
16011,image--186.jpg,221,515,162,38
16012,image--187.jpg,185,518,157,34
16013,image--188.jpg,212,513,159,37
16014,image--189.jpg,116,510,157,41
16015,image--190.jpg,184,525,158,37
16016,image--191.jpg,211,515,153,35
16017,image--192.jpg,271,520,153,36
16018,image--193.jpg,205,513,158,37
16019,image--194.jpg,214,509,159,36
16020,image--195.jpg,273,522,147,34
16021,image--196.jpg,241,514,153,42
16022,image--197.jpg,233,518,168,43
16023,image--198.jpg,236,521,164,38
16024,image--199.jpg,245,516,152,37
16025,image--200.jpg,232,514,153,45
16026,image--201.jpg,197,519,156,36
16027,image--202.jpg,181,516,163,44
16028,image--203.jpg,195,527,162,37
16029,image--204.jpg,191,518,156,42
16030,image--205.jpg,234,524,160,37
16031,image--206.jpg,149,516,158,38
16032,image--207.jpg,204,521,157,41
16033,image--208.jpg,237,515,158,42
16034,image--209.jpg,169,514,161,42
16035,image--210.jpg,203,502,156,34
16036,image--211.jpg,198,515,156,37
16037,image--212.jpg,222,516,163,41
16038,image--213.jpg,197,501,151,42
16039,image--214.jpg,247,509,153,42
16040,image--215.jpg,164,515,160,42
16041,image--216.jpg,193,515,153,41
16042,image--217.jpg,258,519,150,43
16043,image--218.jpg,258,516,161,42
16044,image--219.jpg,233,505,159,41
16045,image--220.jpg,174,507,153,35
16046,image--221.jpg,237,519,166,36
16047,image--222.jpg,205,512,157,36
16048,image--223.jpg,226,516,159,34
16049,image--224.jpg,170,509,163,43
16050,image--225.jpg,280,517,160,42
16051,image--226.jpg,253,513,151,35
16052,image--227.jpg,168,512,156,37
16053,image--228.jpg,315,507,83,52
16054,image--229.jpg,239,518,159,37
16055,image--230.jpg,246,507,157,36
16056,image--231.jpg,237,519,153,41
16057,image--232.jpg,205,515,152,42
16058,image--233.jpg,202,476,146,36
16059,image--234.jpg,304,518,159,42
16060,image--235.jpg,259,500,160,41
16061,image--236.jpg,151,515,161,44
16062,image--237.jpg,199,515,153,36
16063,image--238.jpg,268,514,158,35
16064,image--240.jpg,212,516,162,41
16065,image--241.jpg,220,521,159,37
16066,image--242.jpg,190,518,163,36
16067,image--243.jpg,269,519,161,37
16068,image--244.jpg,235,514,158,38
16069,image--245.jpg,205,518,176,44
16070,image--246.jpg,222,514,159,41
16071,image--247.jpg,209,509,159,42
16072,image--248.jpg,191,521,163,41
16073,image--249.jpg,248,505,153,35
16074,image--250.jpg,321,520,164,36
16075,image--251.jpg,184,514,173,42
16076,image--252.jpg,235,518,162,35
16077,image--253.jpg,160,525,158,37
16078,image--254.jpg,375,507,162,59
16079,image--256.jpg,195,517,162,44
16080,image--257.jpg,291,527,162,42
16081,image--258.jpg,209,523,166,42
16082,image--259.jpg,172,515,152,41
16083,image--260.jpg,127,519,158,42
16084,image--261.jpg,177,517,165,37
16085,image--262.jpg,235,507,156,42
16086,image--263.jpg,256,514,161,42
16087,image--264.jpg,258,523,146,35
16088,image--265.jpg,200,512,156,42
16089,image--266.jpg,259,513,157,38
16090,image--267.jpg,219,518,163,43
16091,image--268.jpg,145,518,156,41
16092,image--269.jpg,200,516,153,36
16093,image--270.jpg,224,519,157,44
16094,image--271.jpg,158,516,160,36
16095,image--272.jpg,225,518,161,38
16096,image--273.jpg,208,518,157,38
16097,image--274.jpg,201,517,156,35
16098,image--275.jpg,185,520,153,34
16099,image--276.jpg,265,515,158,37
16100,image--277.jpg,187,521,166,42
16101,image--278.jpg,175,515,161,34
16102,image--279.jpg,259,513,163,38
16103,image--280.jpg,187,521,162,37
16104,image--281.jpg,231,511,158,38
16105,image--282.jpg,225,524,162,34
16106,image--283.jpg,250,522,147,33
16107,image--284.jpg,170,510,150,35
16108,image--285.jpg,209,517,159,38
16109,image--286.jpg,188,494,142,37
16110,image--287.jpg,246,519,162,37
16111,image--288.jpg,227,504,149,41
16112,image--289.jpg,236,516,159,43
16113,image--290.jpg,208,516,164,37
16114,image--291.jpg,176,511,149,37
16115,image--292.jpg,186,517,156,36
16116,image--293.jpg,207,520,161,37
16117,image--294.jpg,195,515,160,38
16118,image--295.jpg,256,517,159,38
